1.004999999999999893e+00 2.572600000001000076e-06
1.504999999999999893e+00 1.871900000000000994e-03
2.004999999999999893e+00 4.941300000000000900e-03
2.504999999999999893e+00 8.010700000000002541e-03
3.004999999999999893e+00 2.260134999999999922e-02
3.504999999999999893e+00 3.719200000000000284e-02
4.004999999999999893e+00 4.197900000000000242e-02
4.504999999999999893e+00 4.676600000000000201e-02
5.004999999999999893e+00 7.725799999999999335e-02
5.504999999999999893e+00 1.077499999999999986e-01
6.004999999999999893e+00 2.313250000000000028e-01
6.504999999999999893e+00 3.548999999999999932e-01
7.004999999999999893e+00 2.407199999999999895e-01
7.504999999999999893e+00 1.265400000000000136e-01
8.004999999999999005e+00 1.354299999999999948e-01
8.504999999999999005e+00 1.443199999999999761e-01
9.004999999999999005e+00 2.100449999999997597e-01
9.504999999999999005e+00 2.757699999999997931e-01
1.000499999999999901e+01 2.843499999999999917e-01
1.050499999999999901e+01 2.929299999999999682e-01
1.100499999999999901e+01 3.507299999999998197e-01
1.150499999999999901e+01 4.085299999999997822e-01
1.200499999999999901e+01 6.248449999999992066e-01
1.250499999999999901e+01 8.411599999999992416e-01
1.300499999999999901e+01 8.407950000000000701e-01
1.350499999999999901e+01 8.404300000000000104e-01
1.400499999999999901e+01 9.187799999999997080e-01
1.450499999999999901e+01 9.971299999999996277e-01
1.500499999999999901e+01 1.305364999999998776e+00
1.550499999999999901e+01 1.613599999999998813e+00
1.600499999999999901e+01 1.344200000000000284e+00
1.650499999999999901e+01 1.074799999999999978e+00
1.700499999999999901e+01 1.213899999999999979e+00
1.750499999999999901e+01 1.352999999999999980e+00
1.800499999999999901e+01 1.112794999999999979e+00
1.850499999999999901e+01 8.725899999999999768e-01
1.900499999999999901e+01 4.853839999999999821e-01
1.950499999999999901e+01 9.817800000000000138e-02
2.000499999999999901e+01 9.256200000000000538e-02
2.050499999999999901e+01 8.694599999999999551e-02
2.100499999999999901e+01 2.105679999999999774e-01
2.150499999999999901e+01 3.341899999999999871e-01
2.200499999999999901e+01 2.791350000000000220e-01
2.250499999999999901e+01 2.240800000000000014e-01
2.300499999999999901e+01 1.580864999999999909e-01
2.350499999999999901e+01 9.209299999999999431e-02
2.400499999999999901e+01 1.413564999999999960e-01
2.450499999999999901e+01 1.906200000000000117e-01
2.500499999999999901e+01 1.398070000000000146e-01
2.550499999999999901e+01 8.899400000000000366e-02
2.600499999999999901e+01 8.149400000000001087e-02
2.650499999999999901e+01 7.399400000000000421e-02
2.700499999999999901e+01 9.470699999999999952e-02
2.750499999999999901e+01 1.154199999999999948e-01
2.800499999999999901e+01 1.067704999999999904e-01
2.850499999999999901e+01 9.812099999999999989e-02
2.900499999999999901e+01 1.006104999999999916e-01
2.950499999999999901e+01 1.030999999999999972e-01
3.000499999999999901e+01 8.819450000000000900e-02
3.050499999999999901e+01 7.328900000000000692e-02
3.100499999999999901e+01 8.294999999999999596e-02
3.150499999999999901e+01 9.261099999999999888e-02
3.200500000000000256e+01 9.203899999999999582e-02
3.250500000000000256e+01 9.146700000000000663e-02
3.300500000000000256e+01 1.191685000000000105e-01
3.350500000000000256e+01 1.468700000000000006e-01
3.400500000000000256e+01 1.086169999999999913e-01
3.450500000000000256e+01 7.036399999999999599e-02
3.500500000000000256e+01 6.710099999999999398e-02
3.550500000000000256e+01 6.383800000000000585e-02
3.600500000000000256e+01 7.161149999999999460e-02
3.650500000000000256e+01 7.938499999999999723e-02
3.700500000000000256e+01 7.330749999999999766e-02
3.750500000000000256e+01 6.722999999999999809e-02
3.800500000000000256e+01 6.467399999999999538e-02
3.850500000000000256e+01 6.211799999999999961e-02
3.900500000000000256e+01 6.203749999999999543e-02
3.950500000000000256e+01 6.195699999999999819e-02
4.000500000000000256e+01 9.251850000000000351e-02
4.050500000000000256e+01 1.230799999999999950e-01
4.100500000000000256e+01 9.109499999999999542e-02
4.150500000000000256e+01 5.911000000000000282e-02
4.200500000000000256e+01 5.605300000000000560e-02
4.250500000000000256e+01 5.299600000000000144e-02
4.300500000000000256e+01 6.570600000000000052e-02
4.350500000000000256e+01 7.841599999999999959e-02
4.400500000000000256e+01 1.104080000000000061e-01
